lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR
41.2,28.15,202113,14.24,0.51,58.25,1.89
41.2,28.15,202213,14.89,0.54,51.29,1.48
41.2,28.15,202313,14.26,0.51,56.72,1.77
41.2,28.18,202013,14.77,0.53,53.42,1.5
41.2,28.18,202113,14.24,0.51,58.25,1.89
41.2,28.18,202213,14.89,0.54,51.29,1.48
41.2,28.18,202313,14.26,0.51,56.72,1.77
41.2,28.21,202013,14.77,0.53,53.42,1.5
41.2,28.21,202113,14.24,0.51,58.25,1.89
41.2,28.21,202213,14.89,0.54,51.29,1.48
41.2,28.21,202313,14.26,0.51,56.72,1.77
41.2,28.24,202013,14.77,0.53,53.42,1.5
41.2,28.24,202113,14.24,0.51,58.25,1.89
41.2,28.24,202213,14.89,0.54,51.29,1.48
41.2,28.24,202313,14.26,0.51,56.72,1.77
41.2,28.27,202013,14.77,0.53,53.42,1.5
41.2,28.27,202113,14.24,0.51,58.25,1.89
41.2,28.27,202213,14.89,0.54,51.29,1.48
41.2,28.27,202313,14.26,0.51,56.72,1.77
41.2,28.3,202013,14.77,0.53,53.42,1.5
41.2,28.3,202113,14.24,0.51,58.25,1.89
41.2,28.3,202213,14.89,0.54,51.29,1.48
41.2,28.3,202313,14.26,0.51,56.72,1.77
41.2,28.33,202013,14.77,0.53,53.42,1.5
41.2,28.33,202113,14.24,0.51,58.25,1.89
41.2,28.33,202213,14.89,0.54,51.29,1.48
41.2,28.33,202313,14.26,0.51,56.72,1.77
41.2,28.36,202013,14.77,0.53,53.42,1.5
41.2,28.36,202113,14.24,0.51,58.25,1.89
41.2,28.36,202213,14.89,0.54,51.29,1.48
41.2,28.36,202313,14.26,0.51,56.72,1.77
41.2,28.39,202013,14.77,0.53,53.42,1.5
41.2,28.39,202113,14.24,0.51,58.25,1.89
41.2,28.39,202213,14.89,0.54,51.29,1.48
41.2,28.39,202313,14.26,0.51,56.72,1.77
41.2,28.42,202013,14.77,0.53,53.42,1.5
41.2,28.42,202113,14.24,0.51,58.25,1.89
41.2,28.42,202213,14.89,0.54,51.29,1.48
41.2,28.42,202313,14.26,0.51,56.72,1.77
41.2,28.45,202013,14.77,0.53,53.42,1.46
41.2,28.45,202113,14.24,0.51,58.25,1.82
41.2,28.45,202213,14.89,0.54,51.29,1.51
41.2,28.45,202313,14.26,0.51,56.72,1.78
41.2,28.48,202013,14.77,0.53,53.42,1.46
41.2,28.48,202113,14.24,0.51,58.25,1.82
41.2,28.48,202213,14.89,0.54,51.29,1.51
41.2,28.48,202313,14.26,0.51,56.72,1.78
41.2,28.51,202013,14.77,0.53,53.42,1.46
41.2,28.51,202113,14.24,0.51,58.25,1.82
41.2,28.51,202213,14.89,0.54,51.29,1.51
41.2,28.51,202313,14.26,0.51,56.72,1.78
41.2,28.54,202013,14.77,0.53,53.42,1.46
41.2,28.54,202113,14.24,0.51,58.25,1.82
41.2,28.54,202213,14.89,0.54,51.29,1.51
41.2,28.54,202313,14.26,0.51,56.72,1.78
41.2,28.57,202013,14.77,0.53,53.42,1.46
41.2,28.57,202113,14.24,0.51,58.25,1.82
41.2,28.57,202213,14.89,0.54,51.29,1.51
41.2,28.57,202313,14.26,0.51,56.72,1.78
41.2,28.6,202013,14.77,0.53,53.42,1.46
41.2,28.6,202113,14.24,0.51,58.25,1.82
41.2,28.6,202213,14.89,0.54,51.29,1.51
41.2,28.6,202313,14.26,0.51,56.72,1.78
41.2,28.63,202013,14.77,0.53,53.42,1.46
41.2,28.63,202113,14.24,0.51,58.25,1.82
41.2,28.63,202213,14.89,0.54,51.29,1.51
41.2,28.63,202313,14.26,0.51,56.72,1.78
41.2,28.66,202013,14.77,0.53,53.42,1.46
41.2,28.66,202113,14.24,0.51,58.25,1.82
41.2,28.66,202213,14.89,0.54,51.29,1.51
41.2,28.66,202313,14.26,0.51,56.72,1.78
41.2,28.69,202013,14.77,0.53,53.42,1.46
41.2,28.69,202113,14.24,0.51,58.25,1.82
41.2,28.69,202213,14.89,0.54,51.29,1.51
41.2,28.69,202313,14.26,0.51,56.72,1.78
41.2,28.72,202013,14.77,0.53,53.42,1.46
41.2,28.72,202113,14.24,0.51,58.25,1.82
41.2,28.72,202213,14.89,0.54,51.29,1.51
41.2,28.72,202313,14.26,0.51,56.72,1.78
41.2,28.75,202013,14.77,0.53,53.42,1.46
41.2,28.75,202113,14.24,0.51,58.25,1.82
41.2,28.75,202213,14.89,0.54,51.29,1.51
41.2,28.75,202313,14.26,0.51,56.72,1.78
41.2,28.78,202013,14.77,0.53,53.42,1.46
41.2,28.78,202113,14.24,0.51,58.25,1.82
41.2,28.78,202213,14.89,0.54,51.29,1.51
41.2,28.78,202313,14.26,0.51,56.72,1.78
41.2,28.81,202013,14.77,0.53,53.42,1.46
41.2,28.81,202113,14.24,0.51,58.25,1.82
41.2,28.81,202213,14.89,0.54,51.29,1.51
41.2,28.81,202313,14.26,0.51,56.72,1.78
41.2,28.84,202013,14.77,0.53,53.42,1.46
41.2,28.84,202113,14.24,0.51,58.25,1.82
41.2,28.84,202213,14.89,0.54,51.29,1.51
41.2,28.84,202313,14.26,0.51,56.72,1.78
41.2,28.87,202013,14.77,0.53,53.42,1.46
41.2,28.87,202113,14.24,0.51,58.25,1.82
41.2,28.87,202213,14.89,0.54,51.29,1.51
41.2,28.87,202313,14.26,0.51,56.72,1.78
41.2,28.9,202013,14.77,0.53,53.42,1.46
41.2,28.9,202113,14.24,0.51,58.25,1.82
41.2,28.9,202213,14.89,0.54,51.29,1.51
41.2,28.9,202313,14.26,0.51,56.72,1.78
41.2,28.93,202013,14.77,0.53,53.42,1.46
41.2,28.93,202113,14.24,0.51,58.25,1.82
41.2,28.93,202213,14.89,0.54,51.29,1.51
41.2,28.93,202313,14.26,0.51,56.72,1.78
41.2,28.96,202013,14.77,0.53,53.42,1.46
41.2,28.96,202113,14.24,0.51,58.25,1.82
41.2,28.96,202213,14.89,0.54,51.29,1.51
41.2,28.96,202313,14.26,0.51,56.72,1.78
41.2,28.99,202013,14.77,0.53,53.42,1.46
41.2,28.99,202113,14.24,0.51,58.25,1.82
41.2,28.99,202213,14.89,0.54,51.29,1.51
41.2,28.99,202313,14.26,0.51,56.72,1.78
41.2,29.02,202013,14.87,0.54,62.16,1.46
41.2,29.02,202113,14.36,0.52,65.61,1.82
41.2,29.02,202213,15.0,0.54,59.49,1.51
41.2,29.02,202313,14.25,0.51,64.2,1.78
41.2,29.05,202013,14.87,0.54,62.16,1.46
41.2,29.05,202113,14.36,0.52,65.61,1.82
41.2,29.05,202213,15.0,0.54,59.49,1.51
41.2,29.05,202313,14.25,0.51,64.2,1.78
41.2,29.08,202013,14.87,0.54,62.16,1.57
41.2,29.08,202113,14.36,0.52,65.61,2.05
41.2,29.08,202213,15.0,0.54,59.49,1.69
41.2,29.08,202313,14.25,0.51,64.2,2.13
41.2,29.14,202013,14.87,0.54,62.16,1.57
41.2,29.14,202113,14.36,0.52,65.61,2.05
41.2,29.14,202213,15.0,0.54,59.49,1.69
41.2,29.14,202313,14.25,0.51,64.2,2.13
41.2,29.17,202013,14.87,0.54,62.16,1.57
41.2,29.17,202113,14.36,0.52,65.61,2.05
41.2,29.17,202213,15.0,0.54,59.49,1.69
41.2,29.17,202313,14.25,0.51,64.2,2.13
41.2,29.2,202013,14.87,0.54,62.16,1.57
41.2,29.2,202113,14.36,0.52,65.61,2.05
41.2,29.2,202213,15.0,0.54,59.49,1.69
41.2,29.2,202313,14.25,0.51,64.2,2.13
41.2,29.23,202013,14.87,0.54,62.16,1.57
41.2,29.23,202113,14.36,0.52,65.61,2.05
41.2,29.23,202213,15.0,0.54,59.49,1.69
41.2,29.23,202313,14.25,0.51,64.2,2.13
41.2,29.26,202013,14.87,0.54,62.16,1.57
41.2,29.26,202113,14.36,0.52,65.61,2.05
41.2,29.26,202213,15.0,0.54,59.49,1.69
41.2,29.26,202313,14.25,0.51,64.2,2.13
41.2,29.29,202013,14.87,0.54,62.16,1.57
41.2,29.29,202113,14.36,0.52,65.61,2.05
41.2,29.29,202213,15.0,0.54,59.49,1.69
41.2,29.29,202313,14.25,0.51,64.2,2.13
41.2,29.32,202013,14.87,0.54,62.16,1.57
41.2,29.32,202113,14.36,0.52,65.61,2.05
41.2,29.32,202213,15.0,0.54,59.49,1.69
41.2,29.32,202313,14.25,0.51,64.2,2.13
41.2,29.35,202013,14.87,0.54,62.16,1.57
41.2,29.35,202113,14.36,0.52,65.61,2.05
41.2,29.35,202213,15.0,0.54,59.49,1.69
41.2,29.35,202313,14.25,0.51,64.2,2.13
41.2,29.38,202013,14.87,0.54,62.16,1.57
41.2,29.38,202113,14.36,0.52,65.61,2.05
41.2,29.38,202213,15.0,0.54,59.49,1.69
41.2,29.38,202313,14.25,0.51,64.2,2.13
41.2,29.41,202013,14.87,0.54,62.16,1.57
41.2,29.41,202113,14.36,0.52,65.61,2.05
41.2,29.41,202213,15.0,0.54,59.49,1.69
41.2,29.41,202313,14.25,0.51,64.2,2.13
41.22,28.0,202013,14.77,0.53,53.42,1.5
41.22,28.0,202113,14.24,0.51,58.25,1.89
41.22,28.0,202213,14.89,0.54,51.29,1.48
41.22,28.0,202313,14.26,0.51,56.72,1.77
41.22,28.03,202013,14.77,0.53,53.42,1.5
41.22,28.03,202113,14.24,0.51,58.25,1.89
41.22,28.03,202213,14.89,0.54,51.29,1.48
41.22,28.03,202313,14.26,0.51,56.72,1.77
41.22,28.06,202013,14.77,0.53,53.42,1.5
41.22,28.06,202113,14.24,0.51,58.25,1.89
41.22,28.06,202213,14.89,0.54,51.29,1.48
41.22,28.06,202313,14.26,0.51,56.72,1.77
41.22,28.09,202013,14.77,0.53,53.42,1.5
41.22,28.09,202113,14.24,0.51,58.25,1.89
41.22,28.09,202213,14.89,0.54,51.29,1.48
41.22,28.09,202313,14.26,0.51,56.72,1.77
41.22,28.12,202013,14.77,0.53,53.42,1.5
41.22,28.12,202113,14.24,0.51,58.25,1.89
41.22,28.12,202213,14.89,0.54,51.29,1.48
41.22,28.12,202313,14.26,0.51,56.72,1.77
41.22,28.15,202013,14.77,0.53,53.42,1.5
41.22,28.15,202113,14.24,0.51,58.25,1.89
41.22,28.15,202213,14.89,0.54,51.29,1.48
41.22,28.15,202313,14.26,0.51,56.72,1.77
41.22,28.18,202013,14.77,0.53,53.42,1.5
41.22,28.18,202113,14.24,0.51,58.25,1.89
41.22,28.18,202213,14.89,0.54,51.29,1.48
41.22,28.18,202313,14.26,0.51,56.72,1.77
41.22,28.21,202013,14.77,0.53,53.42,1.5
41.22,28.21,202113,14.24,0.51,58.25,1.89
41.22,28.21,202213,14.89,0.54,51.29,1.48
41.22,28.21,202313,14.26,0.51,56.72,1.77
41.22,28.24,202013,14.77,0.53,53.42,1.5
41.22,28.24,202113,14.24,0.51,58.25,1.89
41.22,28.24,202213,14.89,0.54,51.29,1.48
41.22,28.24,202313,14.26,0.51,56.72,1.77
41.22,28.27,202013,14.77,0.53,53.42,1.5
41.22,28.27,202113,14.24,0.51,58.25,1.89
41.22,28.27,202213,14.89,0.54,51.29,1.48
41.22,28.27,202313,14.26,0.51,56.72,1.77
41.22,28.3,202013,14.77,0.53,53.42,1.5
41.22,28.3,202113,14.24,0.51,58.25,1.89
41.22,28.3,202213,14.89,0.54,51.29,1.48
41.22,28.3,202313,14.26,0.51,56.72,1.77
41.22,28.33,202013,14.77,0.53,53.42,1.5
41.22,28.33,202113,14.24,0.51,58.25,1.89
41.22,28.33,202213,14.89,0.54,51.29,1.48
41.22,28.33,202313,14.26,0.51,56.72,1.77
41.22,28.36,202013,14.77,0.53,53.42,1.5
41.22,28.36,202113,14.24,0.51,58.25,1.89
41.22,28.36,202213,14.89,0.54,51.29,1.48
41.22,28.36,202313,14.26,0.51,56.72,1.77
41.22,28.39,202013,14.77,0.53,53.42,1.5
41.22,28.39,202113,14.24,0.51,58.25,1.89
41.22,28.39,202213,14.89,0.54,51.29,1.48
41.22,28.39,202313,14.26,0.51,56.72,1.77
41.22,28.42,202013,14.77,0.53,53.42,1.5
41.22,28.42,202113,14.24,0.51,58.25,1.89
41.22,28.42,202213,14.89,0.54,51.29,1.48
41.22,28.42,202313,14.26,0.51,56.72,1.77
41.22,28.45,202013,14.77,0.53,53.42,1.46
41.22,28.45,202113,14.24,0.51,58.25,1.82
41.22,28.45,202213,14.89,0.54,51.29,1.51
41.22,28.45,202313,14.26,0.51,56.72,1.78
41.22,28.48,202013,14.77,0.53,53.42,1.46
41.22,28.48,202113,14.24,0.51,58.25,1.82
41.22,28.48,202213,14.89,0.54,51.29,1.51
41.22,28.48,202313,14.26,0.51,56.72,1.78
41.22,28.51,202013,14.77,0.53,53.42,1.46
41.22,28.51,202113,14.24,0.51,58.25,1.82
41.22,28.51,202213,14.89,0.54,51.29,1.51
41.22,28.51,202313,14.26,0.51,56.72,1.78
41.22,28.54,202013,14.77,0.53,53.42,1.46
41.22,28.54,202113,14.24,0.51,58.25,1.82
41.22,28.54,202213,14.89,0.54,51.29,1.51
41.22,28.54,202313,14.26,0.51,56.72,1.78
41.22,28.57,202013,14.77,0.53,53.42,1.46
41.22,28.57,202113,14.24,0.51,58.25,1.82
41.22,28.57,202213,14.89,0.54,51.29,1.51
41.22,28.57,202313,14.26,0.51,56.72,1.78
41.22,28.6,202013,14.77,0.53,53.42,1.46
41.22,28.6,202113,14.24,0.51,58.25,1.82
41.22,28.6,202213,14.89,0.54,51.29,1.51
41.22,28.6,202313,14.26,0.51,56.72,1.78
41.22,28.63,202013,14.77,0.53,53.42,1.46
41.22,28.63,202113,14.24,0.51,58.25,1.82
41.22,28.63,202213,14.89,0.54,51.29,1.51
41.22,28.63,202313,14.26,0.51,56.72,1.78
