lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR
41.06,28.6,202313,14.26,0.51,56.72,1.78
41.06,28.63,202013,14.77,0.53,53.42,1.46
41.06,28.63,202113,14.24,0.51,58.25,1.82
41.06,28.63,202213,14.89,0.54,51.29,1.51
41.06,28.63,202313,14.26,0.51,56.72,1.78
41.06,28.66,202013,14.77,0.53,53.42,1.46
41.06,28.66,202113,14.24,0.51,58.25,1.82
41.06,28.66,202213,14.89,0.54,51.29,1.51
41.06,28.66,202313,14.26,0.51,56.72,1.78
41.06,28.69,202013,14.77,0.53,53.42,1.46
41.06,28.69,202113,14.24,0.51,58.25,1.82
41.06,28.69,202213,14.89,0.54,51.29,1.51
41.06,28.69,202313,14.26,0.51,56.72,1.78
41.06,28.72,202013,14.77,0.53,53.42,1.46
41.06,28.72,202113,14.24,0.51,58.25,1.82
41.06,28.72,202213,14.89,0.54,51.29,1.51
41.06,28.72,202313,14.26,0.51,56.72,1.78
41.06,28.75,202013,14.77,0.53,53.42,1.46
41.06,28.75,202113,14.24,0.51,58.25,1.82
41.06,28.75,202213,14.89,0.54,51.29,1.51
41.06,28.75,202313,14.26,0.51,56.72,1.78
41.06,28.78,202013,14.77,0.53,53.42,1.46
41.06,28.78,202113,14.24,0.51,58.25,1.82
41.06,28.78,202213,14.89,0.54,51.29,1.51
41.06,28.78,202313,14.26,0.51,56.72,1.78
41.06,28.81,202013,14.77,0.53,53.42,1.46
41.06,28.81,202113,14.24,0.51,58.25,1.82
41.06,28.81,202213,14.89,0.54,51.29,1.51
41.06,28.81,202313,14.26,0.51,56.72,1.78
41.06,28.84,202013,14.77,0.53,53.42,1.46
41.06,28.84,202113,14.24,0.51,58.25,1.82
41.06,28.84,202213,14.89,0.54,51.29,1.51
41.06,28.84,202313,14.26,0.51,56.72,1.78
41.06,28.87,202013,14.77,0.53,53.42,1.46
41.06,28.87,202113,14.24,0.51,58.25,1.82
41.06,28.87,202213,14.89,0.54,51.29,1.51
41.06,28.87,202313,14.26,0.51,56.72,1.78
41.06,28.9,202013,14.77,0.53,53.42,1.46
41.06,28.9,202113,14.24,0.51,58.25,1.82
41.06,28.9,202213,14.89,0.54,51.29,1.51
41.06,28.9,202313,14.26,0.51,56.72,1.78
41.06,28.93,202013,14.77,0.53,53.42,1.46
41.06,28.93,202113,14.24,0.51,58.25,1.82
41.06,28.93,202213,14.89,0.54,51.29,1.51
41.06,28.93,202313,14.26,0.51,56.72,1.78
41.06,28.96,202013,14.77,0.53,53.42,1.46
41.06,28.96,202113,14.24,0.51,58.25,1.82
41.06,28.96,202213,14.89,0.54,51.29,1.51
41.06,28.96,202313,14.26,0.51,56.72,1.78
41.06,28.99,202013,14.77,0.53,53.42,1.46
41.06,28.99,202113,14.24,0.51,58.25,1.82
41.06,28.99,202213,14.89,0.54,51.29,1.51
41.06,28.99,202313,14.26,0.51,56.72,1.78
41.06,29.02,202013,14.87,0.54,62.16,1.46
41.06,29.02,202113,14.36,0.52,65.61,1.82
41.06,29.02,202213,15.0,0.54,59.49,1.51
41.06,29.02,202313,14.25,0.51,64.2,1.78
41.06,29.08,202013,14.87,0.54,62.16,1.57
41.06,29.08,202113,14.36,0.52,65.61,2.05
41.06,29.08,202213,15.0,0.54,59.49,1.69
41.06,29.08,202313,14.25,0.51,64.2,2.13
41.06,29.11,202013,14.87,0.54,62.16,1.57
41.06,29.11,202113,14.36,0.52,65.61,2.05
41.06,29.11,202213,15.0,0.54,59.49,1.69
41.06,29.11,202313,14.25,0.51,64.2,2.13
41.06,29.14,202013,14.87,0.54,62.16,1.57
41.06,29.14,202113,14.36,0.52,65.61,2.05
41.06,29.14,202213,15.0,0.54,59.49,1.69
41.06,29.14,202313,14.25,0.51,64.2,2.13
41.06,29.17,202013,14.87,0.54,62.16,1.57
41.06,29.17,202113,14.36,0.52,65.61,2.05
41.06,29.17,202213,15.0,0.54,59.49,1.69
41.06,29.17,202313,14.25,0.51,64.2,2.13
41.06,29.2,202013,14.87,0.54,62.16,1.57
41.06,29.2,202113,14.36,0.52,65.61,2.05
41.06,29.2,202213,15.0,0.54,59.49,1.69
41.06,29.2,202313,14.25,0.51,64.2,2.13
41.06,29.23,202013,14.87,0.54,62.16,1.57
41.06,29.23,202113,14.36,0.52,65.61,2.05
41.06,29.23,202213,15.0,0.54,59.49,1.69
41.06,29.23,202313,14.25,0.51,64.2,2.13
41.06,29.26,202013,14.87,0.54,62.16,1.57
41.06,29.26,202113,14.36,0.52,65.61,2.05
41.06,29.26,202213,15.0,0.54,59.49,1.69
41.06,29.26,202313,14.25,0.51,64.2,2.13
41.06,29.29,202013,14.87,0.54,62.16,1.57
41.06,29.29,202113,14.36,0.52,65.61,2.05
41.06,29.29,202213,15.0,0.54,59.49,1.69
41.06,29.29,202313,14.25,0.51,64.2,2.13
41.06,29.32,202013,14.87,0.54,62.16,1.57
41.06,29.32,202113,14.36,0.52,65.61,2.05
41.06,29.32,202213,15.0,0.54,59.49,1.69
41.06,29.32,202313,14.25,0.51,64.2,2.13
41.06,29.35,202013,14.87,0.54,62.16,1.57
41.06,29.35,202113,14.36,0.52,65.61,2.05
41.06,29.35,202213,15.0,0.54,59.49,1.69
41.06,29.35,202313,14.25,0.51,64.2,2.13
41.06,29.38,202013,14.87,0.54,62.16,1.57
41.06,29.38,202113,14.36,0.52,65.61,2.05
41.06,29.38,202213,15.0,0.54,59.49,1.69
41.06,29.38,202313,14.25,0.51,64.2,2.13
41.06,29.41,202013,14.87,0.54,62.16,1.57
41.06,29.41,202113,14.36,0.52,65.61,2.05
41.06,29.41,202213,15.0,0.54,59.49,1.69
41.06,29.41,202313,14.25,0.51,64.2,2.13
41.06,29.44,202013,14.87,0.54,62.16,1.57
41.06,29.44,202113,14.36,0.52,65.61,2.05
41.06,29.44,202213,15.0,0.54,59.49,1.69
41.06,29.44,202313,14.25,0.51,64.2,2.13
41.06,29.47,202013,14.87,0.54,62.16,1.57
41.06,29.47,202113,14.36,0.52,65.61,2.05
41.06,29.47,202213,15.0,0.54,59.49,1.69
41.06,29.47,202313,14.25,0.51,64.2,2.13
41.06,29.5,202013,14.87,0.54,62.16,1.57
41.06,29.5,202113,14.36,0.52,65.61,2.05
41.06,29.5,202213,15.0,0.54,59.49,1.69
41.06,29.5,202313,14.25,0.51,64.2,2.13
41.06,29.53,202013,14.87,0.54,62.16,1.57
41.06,29.53,202113,14.36,0.52,65.61,2.05
41.06,29.53,202213,15.0,0.54,59.49,1.69
41.06,29.53,202313,14.25,0.51,64.2,2.13
41.06,29.56,202013,14.87,0.54,62.16,1.57
41.06,29.56,202113,14.36,0.52,65.61,2.05
41.06,29.56,202213,15.0,0.54,59.49,1.69
41.06,29.56,202313,14.25,0.51,64.2,2.13
41.06,29.59,202013,14.87,0.54,62.16,1.57
41.06,29.59,202113,14.36,0.52,65.61,2.05
41.06,29.59,202213,15.0,0.54,59.49,1.69
41.06,29.59,202313,14.25,0.51,64.2,2.13
41.06,29.62,202013,14.87,0.54,62.16,1.57
41.06,29.62,202113,14.36,0.52,65.61,2.05
41.06,29.62,202213,15.0,0.54,59.49,1.69
41.06,29.62,202313,14.25,0.51,64.2,2.13
41.06,29.65,202013,14.87,0.54,62.16,1.57
41.06,29.65,202113,14.36,0.52,65.61,2.05
41.06,29.65,202213,15.0,0.54,59.49,1.69
41.06,29.65,202313,14.25,0.51,64.2,2.13
41.06,29.68,202013,14.87,0.54,62.16,1.57
41.06,29.68,202113,14.36,0.52,65.61,2.05
41.06,29.68,202213,15.0,0.54,59.49,1.69
41.06,29.68,202313,14.25,0.51,64.2,2.13
41.06,29.71,202013,14.87,0.54,62.16,1.85
41.06,29.71,202113,14.36,0.52,65.61,2.56
41.06,29.71,202213,15.0,0.54,59.49,2.08
41.06,29.71,202313,14.25,0.51,64.2,2.73
41.06,29.74,202013,14.87,0.54,62.16,1.85
41.06,29.74,202113,14.36,0.52,65.61,2.56
41.06,29.74,202213,15.0,0.54,59.49,2.08
41.06,29.74,202313,14.25,0.51,64.2,2.73
41.06,29.77,202013,14.87,0.54,62.16,1.85
41.06,29.77,202113,14.36,0.52,65.61,2.56
41.06,29.77,202213,15.0,0.54,59.49,2.08
41.06,29.77,202313,14.25,0.51,64.2,2.73
41.06,29.8,202013,14.87,0.54,62.16,1.85
41.06,29.8,202113,14.36,0.52,65.61,2.56
41.06,29.8,202213,15.0,0.54,59.49,2.08
41.06,29.8,202313,14.25,0.51,64.2,2.73
41.06,29.83,202013,14.87,0.54,62.16,1.85
41.06,29.83,202113,14.36,0.52,65.61,2.56
41.06,29.83,202213,15.0,0.54,59.49,2.08
41.06,29.83,202313,14.25,0.51,64.2,2.73
41.06,29.86,202013,14.87,0.54,62.16,1.85
41.06,29.86,202113,14.36,0.52,65.61,2.56
41.06,29.86,202213,15.0,0.54,59.49,2.08
41.06,29.86,202313,14.25,0.51,64.2,2.73
41.08,28.0,202013,14.77,0.53,53.42,1.5
41.08,28.0,202113,14.24,0.51,58.25,1.89
41.08,28.0,202213,14.89,0.54,51.29,1.48
41.08,28.0,202313,14.26,0.51,56.72,1.77
41.08,28.03,202013,14.77,0.53,53.42,1.5
41.08,28.03,202113,14.24,0.51,58.25,1.89
41.08,28.03,202213,14.89,0.54,51.29,1.48
41.08,28.03,202313,14.26,0.51,56.72,1.77
41.08,28.06,202013,14.77,0.53,53.42,1.5
41.08,28.06,202113,14.24,0.51,58.25,1.89
41.08,28.06,202213,14.89,0.54,51.29,1.48
41.08,28.06,202313,14.26,0.51,56.72,1.77
41.08,28.09,202013,14.77,0.53,53.42,1.5
41.08,28.09,202113,14.24,0.51,58.25,1.89
41.08,28.09,202213,14.89,0.54,51.29,1.48
41.08,28.09,202313,14.26,0.51,56.72,1.77
41.08,28.12,202013,14.77,0.53,53.42,1.5
41.08,28.12,202113,14.24,0.51,58.25,1.89
41.08,28.12,202213,14.89,0.54,51.29,1.48
41.08,28.12,202313,14.26,0.51,56.72,1.77
41.08,28.15,202013,14.77,0.53,53.42,1.5
41.08,28.15,202113,14.24,0.51,58.25,1.89
41.08,28.15,202213,14.89,0.54,51.29,1.48
41.08,28.15,202313,14.26,0.51,56.72,1.77
41.08,28.18,202013,14.77,0.53,53.42,1.5
41.08,28.18,202113,14.24,0.51,58.25,1.89
41.08,28.18,202213,14.89,0.54,51.29,1.48
41.08,28.18,202313,14.26,0.51,56.72,1.77
41.08,28.21,202013,14.77,0.53,53.42,1.5
41.08,28.21,202113,14.24,0.51,58.25,1.89
41.08,28.21,202213,14.89,0.54,51.29,1.48
41.08,28.21,202313,14.26,0.51,56.72,1.77
41.08,28.24,202013,14.77,0.53,53.42,1.5
41.08,28.24,202113,14.24,0.51,58.25,1.89
41.08,28.24,202213,14.89,0.54,51.29,1.48
41.08,28.24,202313,14.26,0.51,56.72,1.77
41.08,28.27,202013,14.77,0.53,53.42,1.5
41.08,28.27,202113,14.24,0.51,58.25,1.89
41.08,28.27,202213,14.89,0.54,51.29,1.48
41.08,28.27,202313,14.26,0.51,56.72,1.77
41.08,28.3,202013,14.77,0.53,53.42,1.5
41.08,28.3,202113,14.24,0.51,58.25,1.89
41.08,28.3,202213,14.89,0.54,51.29,1.48
41.08,28.3,202313,14.26,0.51,56.72,1.77
41.08,28.33,202013,14.77,0.53,53.42,1.5
41.08,28.33,202113,14.24,0.51,58.25,1.89
41.08,28.33,202213,14.89,0.54,51.29,1.48
41.08,28.33,202313,14.26,0.51,56.72,1.77
41.08,28.36,202013,14.77,0.53,53.42,1.5
41.08,28.36,202113,14.24,0.51,58.25,1.89
41.08,28.36,202213,14.89,0.54,51.29,1.48
41.08,28.36,202313,14.26,0.51,56.72,1.77
41.08,28.39,202013,14.77,0.53,53.42,1.5
41.08,28.39,202113,14.24,0.51,58.25,1.89
41.08,28.39,202213,14.89,0.54,51.29,1.48
41.08,28.39,202313,14.26,0.51,56.72,1.77
41.08,28.42,202013,14.77,0.53,53.42,1.5
41.08,28.42,202113,14.24,0.51,58.25,1.89
41.08,28.42,202213,14.89,0.54,51.29,1.48
41.08,28.42,202313,14.26,0.51,56.72,1.77
41.08,28.45,202013,14.77,0.53,53.42,1.46
41.08,28.45,202113,14.24,0.51,58.25,1.82
41.08,28.45,202213,14.89,0.54,51.29,1.51
41.08,28.45,202313,14.26,0.51,56.72,1.78
41.08,28.48,202013,14.77,0.53,53.42,1.46
41.08,28.48,202113,14.24,0.51,58.25,1.82
41.08,28.48,202213,14.89,0.54,51.29,1.51
41.08,28.48,202313,14.26,0.51,56.72,1.78
41.08,28.51,202013,14.77,0.53,53.42,1.46
41.08,28.51,202113,14.24,0.51,58.25,1.82
41.08,28.51,202213,14.89,0.54,51.29,1.51
41.08,28.51,202313,14.26,0.51,56.72,1.78
41.08,28.54,202013,14.77,0.53,53.42,1.46
41.08,28.54,202113,14.24,0.51,58.25,1.82
41.08,28.54,202213,14.89,0.54,51.29,1.51
41.08,28.54,202313,14.26,0.51,56.72,1.78
41.08,28.57,202013,14.77,0.53,53.42,1.46
41.08,28.57,202113,14.24,0.51,58.25,1.82
41.08,28.57,202213,14.89,0.54,51.29,1.51
41.08,28.57,202313,14.26,0.51,56.72,1.78
41.08,28.6,202013,14.77,0.53,53.42,1.46
41.08,28.6,202113,14.24,0.51,58.25,1.82
41.08,28.6,202213,14.89,0.54,51.29,1.51
41.08,28.6,202313,14.26,0.51,56.72,1.78
41.08,28.63,202013,14.77,0.53,53.42,1.46
41.08,28.63,202113,14.24,0.51,58.25,1.82
41.08,28.63,202213,14.89,0.54,51.29,1.51
41.08,28.63,202313,14.26,0.51,56.72,1.78
41.08,28.66,202013,14.77,0.53,53.42,1.46
41.08,28.66,202113,14.24,0.51,58.25,1.82
41.08,28.66,202213,14.89,0.54,51.29,1.51
41.08,28.66,202313,14.26,0.51,56.72,1.78
41.08,28.69,202013,14.77,0.53,53.42,1.46
41.08,28.69,202113,14.24,0.51,58.25,1.82
41.08,28.69,202213,14.89,0.54,51.29,1.51
41.08,28.69,202313,14.26,0.51,56.72,1.78
41.08,28.72,202013,14.77,0.53,53.42,1.46
41.08,28.72,202113,14.24,0.51,58.25,1.82
41.08,28.72,202213,14.89,0.54,51.29,1.51
41.08,28.72,202313,14.26,0.51,56.72,1.78
41.08,28.75,202013,14.77,0.53,53.42,1.46
41.08,28.75,202113,14.24,0.51,58.25,1.82
41.08,28.75,202213,14.89,0.54,51.29,1.51
41.08,28.75,202313,14.26,0.51,56.72,1.78
41.08,28.78,202013,14.77,0.53,53.42,1.46
41.08,28.78,202113,14.24,0.51,58.25,1.82
41.08,28.78,202213,14.89,0.54,51.29,1.51
41.08,28.78,202313,14.26,0.51,56.72,1.78
