lat,lon,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR
41.1,29.89,14.62,0.5275,62.865,2.305
41.12,28.0,14.54,0.5225,54.92,1.66
41.12,28.03,14.54,0.5225,54.92,1.66
41.12,28.06,14.54,0.5225,54.92,1.66
41.12,28.09,14.54,0.5225,54.92,1.66
41.12,28.12,14.54,0.5225,54.92,1.66
41.12,28.15,14.54,0.5225,54.92,1.66
41.12,28.18,14.54,0.5225,54.92,1.66
41.12,28.21,14.54,0.5225,54.92,1.66
41.12,28.24,14.54,0.5225,54.92,1.66
41.12,28.27,14.54,0.5225,54.92,1.66
41.12,28.3,14.54,0.5225,54.92,1.66
41.12,28.33,14.54,0.5225,54.92,1.66
41.12,28.36,14.54,0.5225,54.92,1.66
41.12,28.39,14.54,0.5225,54.92,1.66
41.12,28.42,14.54,0.5225,54.92,1.66
41.12,28.45,14.54,0.5225,54.92,1.6425
41.12,28.48,14.54,0.5225,54.92,1.6425
41.12,28.51,14.54,0.5225,54.92,1.6425
41.12,28.54,14.54,0.5225,54.92,1.6425
41.12,28.57,14.54,0.5225,54.92,1.6425
41.12,28.6,14.54,0.5225,54.92,1.6425
41.12,28.63,14.54,0.5225,54.92,1.6425
41.12,28.66,14.54,0.5225,54.92,1.6425
41.12,28.69,14.54,0.5225,54.92,1.6425
41.12,28.72,14.54,0.5225,54.92,1.6425
41.12,28.75,14.54,0.5225,54.92,1.6425
41.12,28.78,14.54,0.5225,54.92,1.6425
41.12,28.81,14.54,0.5225,54.92,1.6425
41.12,28.84,14.54,0.5225,54.92,1.6425
41.12,28.87,14.54,0.5225,54.92,1.6425
41.12,28.9,14.54,0.5225,54.92,1.6425
41.12,28.93,14.54,0.5225,54.92,1.6425
41.12,28.96,14.54,0.5225,54.92,1.6425
41.12,28.99,14.54,0.5225,54.92,1.6425
41.12,29.02,14.62,0.5275,62.865,1.6425
41.12,29.05,14.62,0.5275,62.865,1.6425
41.12,29.11,14.62,0.5275,62.865,1.86
41.12,29.14,14.62,0.5275,62.865,1.86
41.12,29.17,14.62,0.5275,62.865,1.86
41.12,29.2,14.62,0.5275,62.865,1.86
41.12,29.23,14.62,0.5275,62.865,1.86
41.12,29.26,14.62,0.5275,62.865,1.86
41.12,29.29,14.62,0.5275,62.865,1.86
41.12,29.32,14.62,0.5275,62.865,1.86
41.12,29.35,14.62,0.5275,62.865,1.86
41.12,29.38,14.62,0.5275,62.865,1.86
41.12,29.41,14.62,0.5275,62.865,1.86
41.12,29.44,14.62,0.5275,62.865,1.86
41.12,29.47,14.62,0.5275,62.865,1.86
41.12,29.5,14.62,0.5275,62.865,1.86
41.12,29.53,14.62,0.5275,62.865,1.86
41.12,29.56,14.62,0.5275,62.865,1.86
41.12,29.59,14.62,0.5275,62.865,1.86
41.12,29.62,14.62,0.5275,62.865,1.86
41.12,29.65,14.62,0.5275,62.865,1.86
41.12,29.68,14.62,0.5275,62.865,1.86
41.12,29.71,14.62,0.5275,62.865,2.305
41.12,29.74,14.62,0.5275,62.865,2.305
41.12,29.77,14.62,0.5275,62.865,2.305
41.12,29.8,14.62,0.5275,62.865,2.305
41.12,29.83,14.62,0.5275,62.865,2.305
41.12,29.86,14.62,0.5275,62.865,2.305
41.12,29.89,14.62,0.5275,62.865,2.305
41.14,28.0,14.54,0.5225,54.92,1.66
41.14,28.03,14.54,0.5225,54.92,1.66
41.14,28.06,14.54,0.5225,54.92,1.66
41.14,28.09,14.54,0.5225,54.92,1.66
41.14,28.12,14.54,0.5225,54.92,1.66
41.14,28.15,14.54,0.5225,54.92,1.66
41.14,28.18,14.54,0.5225,54.92,1.66
41.14,28.21,14.54,0.5225,54.92,1.66
41.14,28.24,14.54,0.5225,54.92,1.66
41.14,28.27,14.54,0.5225,54.92,1.66
41.14,28.3,14.54,0.5225,54.92,1.66
41.14,28.33,14.54,0.5225,54.92,1.66
41.14,28.36,14.54,0.5225,54.92,1.66
41.14,28.39,14.54,0.5225,54.92,1.66
41.14,28.42,14.54,0.5225,54.92,1.66
41.14,28.45,14.54,0.5225,54.92,1.6425
41.14,28.48,14.54,0.5225,54.92,1.6425
41.14,28.51,14.54,0.5225,54.92,1.6425
41.14,28.54,14.54,0.5225,54.92,1.6425
41.14,28.57,14.54,0.5225,54.92,1.6425
41.14,28.6,14.54,0.5225,54.92,1.6425
41.14,28.63,14.54,0.5225,54.92,1.6425
41.14,28.66,14.54,0.5225,54.92,1.6425
41.14,28.69,14.54,0.5225,54.92,1.6425
41.14,28.72,14.54,0.5225,54.92,1.6425
41.14,28.75,14.54,0.5225,54.92,1.6425
41.14,28.78,14.54,0.5225,54.92,1.6425
41.14,28.81,14.54,0.5225,54.92,1.6425
41.14,28.84,14.54,0.5225,54.92,1.6425
41.14,28.87,14.54,0.5225,54.92,1.6425
41.14,28.9,14.54,0.5225,54.92,1.6425
41.14,28.93,14.54,0.5225,54.92,1.6425
41.14,28.96,14.54,0.5225,54.92,1.6425
41.14,28.99,14.54,0.5225,54.92,1.6425
41.14,29.02,14.62,0.5275,62.865,1.6425
41.14,29.05,14.62,0.5275,62.865,1.6425
