lat,lon,date,ALLSKY_SFC_SW_DWN,ALLSKY_KT,CLOUD_AMT,PRECTOTCORR
41.04,28.54,202213,14.89,0.54,51.29,1.51
41.04,28.54,202313,14.26,0.51,56.72,1.78
41.04,28.6,202013,14.77,0.53,53.42,1.46
41.04,28.6,202113,14.24,0.51,58.25,1.82
41.04,28.6,202213,14.89,0.54,51.29,1.51
41.04,28.6,202313,14.26,0.51,56.72,1.78
41.04,28.63,202013,14.77,0.53,53.42,1.46
41.04,28.63,202113,14.24,0.51,58.25,1.82
41.04,28.63,202213,14.89,0.54,51.29,1.51
41.04,28.63,202313,14.26,0.51,56.72,1.78
41.04,28.66,202013,14.77,0.53,53.42,1.46
41.04,28.66,202113,14.24,0.51,58.25,1.82
41.04,28.66,202213,14.89,0.54,51.29,1.51
41.04,28.66,202313,14.26,0.51,56.72,1.78
41.04,28.69,202013,14.77,0.53,53.42,1.46
41.04,28.69,202113,14.24,0.51,58.25,1.82
41.04,28.69,202213,14.89,0.54,51.29,1.51
41.04,28.69,202313,14.26,0.51,56.72,1.78
41.04,28.72,202013,14.77,0.53,53.42,1.46
41.04,28.72,202113,14.24,0.51,58.25,1.82
41.04,28.72,202213,14.89,0.54,51.29,1.51
41.04,28.72,202313,14.26,0.51,56.72,1.78
41.04,28.75,202013,14.77,0.53,53.42,1.46
41.04,28.75,202113,14.24,0.51,58.25,1.82
41.04,28.75,202213,14.89,0.54,51.29,1.51
41.04,28.75,202313,14.26,0.51,56.72,1.78
41.04,28.78,202013,14.77,0.53,53.42,1.46
41.04,28.78,202113,14.24,0.51,58.25,1.82
41.04,28.78,202213,14.89,0.54,51.29,1.51
41.04,28.78,202313,14.26,0.51,56.72,1.78
41.04,28.81,202013,14.77,0.53,53.42,1.46
41.04,28.81,202113,14.24,0.51,58.25,1.82
41.04,28.81,202213,14.89,0.54,51.29,1.51
41.04,28.81,202313,14.26,0.51,56.72,1.78
41.04,28.84,202013,14.77,0.53,53.42,1.46
41.04,28.84,202113,14.24,0.51,58.25,1.82
41.04,28.84,202213,14.89,0.54,51.29,1.51
41.04,28.84,202313,14.26,0.51,56.72,1.78
41.04,28.87,202013,14.77,0.53,53.42,1.46
41.04,28.87,202113,14.24,0.51,58.25,1.82
41.04,28.87,202213,14.89,0.54,51.29,1.51
41.04,28.87,202313,14.26,0.51,56.72,1.78
41.04,28.9,202013,14.77,0.53,53.42,1.46
41.04,28.9,202113,14.24,0.51,58.25,1.82
41.04,28.9,202213,14.89,0.54,51.29,1.51
41.04,28.9,202313,14.26,0.51,56.72,1.78
41.04,28.93,202013,14.77,0.53,53.42,1.46
41.04,28.93,202113,14.24,0.51,58.25,1.82
41.04,28.93,202213,14.89,0.54,51.29,1.51
41.04,28.93,202313,14.26,0.51,56.72,1.78
41.04,28.96,202013,14.77,0.53,53.42,1.46
41.04,28.96,202113,14.24,0.51,58.25,1.82
41.04,28.96,202213,14.89,0.54,51.29,1.51
41.04,28.96,202313,14.26,0.51,56.72,1.78
41.04,28.99,202013,14.77,0.53,53.42,1.46
41.04,28.99,202113,14.24,0.51,58.25,1.82
41.04,28.99,202213,14.89,0.54,51.29,1.51
41.04,28.99,202313,14.26,0.51,56.72,1.78
41.04,29.05,202013,14.87,0.54,62.16,1.46
41.04,29.05,202113,14.36,0.52,65.61,1.82
41.04,29.05,202213,15.0,0.54,59.49,1.51
41.04,29.05,202313,14.25,0.51,64.2,1.78
41.04,29.08,202013,14.87,0.54,62.16,1.57
41.04,29.08,202113,14.36,0.52,65.61,2.05
41.04,29.08,202213,15.0,0.54,59.49,1.69
41.04,29.08,202313,14.25,0.51,64.2,2.13
41.04,29.11,202013,14.87,0.54,62.16,1.57
41.04,29.11,202113,14.36,0.52,65.61,2.05
41.04,29.11,202213,15.0,0.54,59.49,1.69
41.04,29.11,202313,14.25,0.51,64.2,2.13
41.04,29.14,202013,14.87,0.54,62.16,1.57
41.04,29.14,202113,14.36,0.52,65.61,2.05
41.04,29.14,202213,15.0,0.54,59.49,1.69
41.04,29.14,202313,14.25,0.51,64.2,2.13
41.04,29.17,202013,14.87,0.54,62.16,1.57
41.04,29.17,202113,14.36,0.52,65.61,2.05
41.04,29.17,202213,15.0,0.54,59.49,1.69
41.04,29.17,202313,14.25,0.51,64.2,2.13
41.04,29.2,202013,14.87,0.54,62.16,1.57
41.04,29.2,202113,14.36,0.52,65.61,2.05
41.04,29.2,202213,15.0,0.54,59.49,1.69
41.04,29.2,202313,14.25,0.51,64.2,2.13
41.04,29.23,202013,14.87,0.54,62.16,1.57
41.04,29.23,202113,14.36,0.52,65.61,2.05
41.04,29.23,202213,15.0,0.54,59.49,1.69
41.04,29.23,202313,14.25,0.51,64.2,2.13
41.04,29.26,202013,14.87,0.54,62.16,1.57
41.04,29.26,202113,14.36,0.52,65.61,2.05
41.04,29.26,202213,15.0,0.54,59.49,1.69
41.04,29.26,202313,14.25,0.51,64.2,2.13
41.04,29.29,202013,14.87,0.54,62.16,1.57
41.04,29.29,202113,14.36,0.52,65.61,2.05
41.04,29.29,202213,15.0,0.54,59.49,1.69
41.04,29.29,202313,14.25,0.51,64.2,2.13
41.04,29.32,202013,14.87,0.54,62.16,1.57
41.04,29.32,202113,14.36,0.52,65.61,2.05
41.04,29.32,202213,15.0,0.54,59.49,1.69
41.04,29.32,202313,14.25,0.51,64.2,2.13
41.04,29.35,202013,14.87,0.54,62.16,1.57
41.04,29.35,202113,14.36,0.52,65.61,2.05
41.04,29.35,202213,15.0,0.54,59.49,1.69
41.04,29.35,202313,14.25,0.51,64.2,2.13
41.04,29.38,202013,14.87,0.54,62.16,1.57
41.04,29.38,202113,14.36,0.52,65.61,2.05
41.04,29.38,202213,15.0,0.54,59.49,1.69
41.04,29.38,202313,14.25,0.51,64.2,2.13
